cl,cluster_id,cluster_id_label,supertype_id,supertype_label,supertype_id_label,subclass_id,subclass_label,subclass_id_label,class_id,class_label,class_id_label,neighborhood,anatomical_annotation,notes,CCF_broad.freq,CCF_acronym.freq,v3.size,v2.size,multiome.size,F,M,sex.bias,Dark,Light,nt_type_label,nt.markers,nt_type_combo_label,np.markers,cluster.markers.combo,merfish.markers.combo,cluster.TF.markers.combo,cluster.markers.combo (within subclass),CTX.cluster_id,CTX.cluster_label,CTX.supertype_id,CTX.supertype_label,CTX.subclass_id,CTX.subclass_id,CTX.neighborhood_id,CTX.neighborhood_label,CTX.size,taxonomy_id,cell_set_accession.cluster,cell_set_accession.supertype,cell_set_accession.subclass,cell_set_accession.class
1812,1394,1394 CEA-BST Ebf1 Pdyn Gaba_3,386,CEA-BST Ebf1 Pdyn Gaba_3,0386 CEA-BST Ebf1 Pdyn Gaba_3,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA BST,,"sAMY:0.62,PAL:0.19","CEAl:0.41,CEAc:0.21,STR:0.15,GPe:0.11",100,0,0,0.41,0.59,,0.22,0.78,GABA,"Gad2:10.08,Gad1:8.68,Slc32a1:7.37",GABA,"Pdyn:10.9,Sst:10.5,Nts:7.8,Tac2:4.7,Penk:4.1","Spink8,Vipr2,Ankrd33b","Tac2,Drd3,Nts,Arhgap36","Sox8,Ebf1,Dlx6,Tox,Fosl2,Tshz2","Drd3,Arhgap36",,,,,,,,,,CCN202307220,CS20230722_CLUS_1394,CS20230722_SUPT_0386,CS20230722_SUBC_082,CS20230722_CLAS_11
1816,1395,1395 CEA-BST Ebf1 Pdyn Gaba_4,387,CEA-BST Ebf1 Pdyn Gaba_4,0387 CEA-BST Ebf1 Pdyn Gaba_4,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA BST,,"sAMY:0.56,PAL:0.19,NA:0.09","CEAm:0.53,CP:0.09,STR:0.09,FS:0.06,GPe:0.06",48,1,0,0.55,0.45,,0.37,0.63,GABA,"Gad2:11.35,Gad1:8.98,Slc32a1:8.61",GABA,"Pnoc:6,Penk:3.9,Pdyn:3.1","Cdh23,Htr1d,Arx,Ebf1","Pax6,Drd1,Popdc3,Ebf1,Six3","Pax6,Isl1,Ebf1,Nr2f1","Cdh23,Six3",,,,,,,,,,CCN202307220,CS20230722_CLUS_1395,CS20230722_SUPT_0387,CS20230722_SUBC_082,CS20230722_CLAS_11
1822,1396,1396 CEA-BST Ebf1 Pdyn Gaba_4,387,CEA-BST Ebf1 Pdyn Gaba_4,0387 CEA-BST Ebf1 Pdyn Gaba_4,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA BST,,"PAL:0.51,sAMY:0.21,NA:0.12","BST:0.26,CEAm:0.14,GPe:0.11,SI:0.08,CP:0.07,CEAl:0.07,PAL:0.06,STR:0.05",89,2,0,0.54,0.46,,0.21,0.79,GABA,"Gad2:11.18,Gad1:9.25,Slc32a1:8.76",GABA,"Tac2:7.6,Pdyn:7","Sdcbp2,Tac2,Kl","Tac2,Kl,Tll1,Bcl11b","Isl1,Ebf1,Sall3,Bcl11b",Sdcbp2,,,,,,,,,,CCN202307220,CS20230722_CLUS_1396,CS20230722_SUPT_0387,CS20230722_SUBC_082,CS20230722_CLAS_11
1831,1397,1397 CEA-BST Ebf1 Pdyn Gaba_4,387,CEA-BST Ebf1 Pdyn Gaba_4,0387 CEA-BST Ebf1 Pdyn Gaba_4,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA BST,,"PAL:0.46,sAMY:0.46","CEAm:0.43,BST:0.34,PAL:0.06",154,0,0,0.47,0.53,,0.21,0.79,GABA,"Gad2:10.88,Gad1:8.68,Slc32a1:8.29",GABA,"Tac2:7.2,Penk:4.2,Pnoc:3.7","Tac2,Bmpr1b,Bcl11b,Six3","Tac2,Bmpr1b,Bcl11b,Six3","Isl1,Ebf1,Six3,Esr1,Bcl11b","Amigo2,Six3",,,,,,,,,,CCN202307220,CS20230722_CLUS_1397,CS20230722_SUPT_0387,CS20230722_SUBC_082,CS20230722_CLAS_11
1824,1398,1398 CEA-BST Ebf1 Pdyn Gaba_5,388,CEA-BST Ebf1 Pdyn Gaba_5,0388 CEA-BST Ebf1 Pdyn Gaba_5,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA,,sAMY:0.9,"CEAm:0.75,CEAl:0.15",12,0,0,0.42,0.58,,0.17,0.83,GABA,"Gad2:10.4,Gad1:8.97,Slc32a1:8.36,Slc18a2:3.51,Ddc:3.24",GABA,"Pnoc:8.2,Penk:7.2,Nts:6.4,Pdyn:3.9,Sst:3.6","Gldn,Atp6ap1l,Arhgap36","Kl,Isl1,Cxcl14,Penk,Rprm","Isl1,Zfp831,Nr2f1,Satb1,Meis2,Grhl1","Gldn,Kl",,,,,,,,,,CCN202307220,CS20230722_CLUS_1398,CS20230722_SUPT_0388,CS20230722_SUBC_082,CS20230722_CLAS_11
1828,1399,1399 CEA-BST Ebf1 Pdyn Gaba_5,388,CEA-BST Ebf1 Pdyn Gaba_5,0388 CEA-BST Ebf1 Pdyn Gaba_5,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA,,"sAMY:0.47,PAL:0.37","CEAm:0.28,GPe:0.19,CEAl:0.16,BST:0.09,STR:0.09",100,0,0,0.52,0.48,,0.26,0.74,GABA,"Gad2:9.6,Slc32a1:8.35,Gad1:8.1",GABA,,"Qrfpr,Tac2,Ucp2,Scn5a","Qrfpr,Tac2,Igfbp6,Ccn3","Isl1,Elk3,Pou6f2,Bcl11b,Esr1,Rarb","Slc22a3,Ccn3",,,,,,,,,,CCN202307220,CS20230722_CLUS_1399,CS20230722_SUPT_0388,CS20230722_SUBC_082,CS20230722_CLAS_11
1829,1400,1400 CEA-BST Ebf1 Pdyn Gaba_5,388,CEA-BST Ebf1 Pdyn Gaba_5,0388 CEA-BST Ebf1 Pdyn Gaba_5,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA,,sAMY:0.84,"CEAm:0.53,CEAl:0.31",123,0,0,0.49,0.51,,0.25,0.75,GABA,"Gad2:10.36,Gad1:8.8,Slc32a1:8.49",GABA,,"6430628N08Rik,Chrdl1,Isl1,Pde11a","Isl1,Ramp1,Kcnmb2,Pde11a,Pde3a","Isl1,Elk3,Pou6f2,Egr3,Onecut2,Nr2f1","Pde3a,Pde11a",,,,,,,,,,CCN202307220,CS20230722_CLUS_1400,CS20230722_SUPT_0388,CS20230722_SUBC_082,CS20230722_CLAS_11
1830,1401,1401 CEA-BST Ebf1 Pdyn Gaba_5,388,CEA-BST Ebf1 Pdyn Gaba_5,0388 CEA-BST Ebf1 Pdyn Gaba_5,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA,,"sAMY:0.53,PAL:0.34","CEAm:0.38,GPe:0.19,CEAl:0.15,BST:0.13",165,0,0,0.49,0.51,,0.1,0.9,GABA,"Gad2:10.94,Gad1:9.26,Slc32a1:8.66",GABA,"Tac2:3.4,Pnoc:3.2","Tac2,Bmp6,Cd44,Pnoc","Tac2,Igfbp6,Cxcl14,Pou6f2","Isl1,Sox9,Egr3,Pou6f2,Rarb,Fosb","Inhba,Pcdh18",,,,,,,,,,CCN202307220,CS20230722_CLUS_1401,CS20230722_SUPT_0388,CS20230722_SUBC_082,CS20230722_CLAS_11
1818,1402,1402 CEA-BST Ebf1 Pdyn Gaba_6,389,CEA-BST Ebf1 Pdyn Gaba_6,0389 CEA-BST Ebf1 Pdyn Gaba_6,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA BST,,"sAMY:0.52,NA:0.26,PAL:0.22","CEAl:0.26,CEAm:0.26,st:0.15,BST:0.11,GPe:0.07",165,0,0,0.47,0.53,,0.18,0.82,GABA,"Gad2:9.4,Gad1:8.14,Slc32a1:7.41,Ddc:3.84",GABA,Pnoc:6.7,"Vdr,A730018C14Rik,Npffr1","Isl1,Npsr1,Bcl11b,Plpp4,Ptk2b","Vdr,Zfp831,Etv1,Isl1","Vdr,Npffr1",,,,,,,,,,CCN202307220,CS20230722_CLUS_1402,CS20230722_SUPT_0389,CS20230722_SUBC_082,CS20230722_CLAS_11
1817,1403,1403 CEA-BST Ebf1 Pdyn Gaba_6,389,CEA-BST Ebf1 Pdyn Gaba_6,0389 CEA-BST Ebf1 Pdyn Gaba_6,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA,,"sAMY:0.64,PAL:0.17","CEAm:0.44,CEAl:0.19,GPe:0.08,PAL:0.06,STR:0.05",368,0,0,0.45,0.55,,0.2,0.8,GABA,"Gad2:9.65,Gad1:8.78,Slc32a1:7.32",GABA,"Pnoc:7.1,Nts:6.1,Sst:4.2,Crh:3.4","Vdr,Nts","Crh,Kl,Pnoc,Stac,Gda","Vdr,Etv1,Bcl11b",Cbln1,,,,,,,,,,CCN202307220,CS20230722_CLUS_1403,CS20230722_SUPT_0389,CS20230722_SUBC_082,CS20230722_CLAS_11
1813,1404,1404 CEA-BST Ebf1 Pdyn Gaba_7,390,CEA-BST Ebf1 Pdyn Gaba_7,0390 CEA-BST Ebf1 Pdyn Gaba_7,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,???,,"PAL:0.4,STRv:0.25,NA:0.12,sAMY:0.12","SI:0.33,ACB:0.18,CEAm:0.1,CP:0.08,FS:0.06,STR:0.06",96,1,0,0.55,0.45,,0.24,0.76,GABA,"Gad2:10.28,Slc32a1:8.13,Gad1:7.6",GABA,Pdyn:3.2,"Glp1r,Pax6,Popdc3,Tacr3","Pax6,Popdc3,Pdyn,Irs4","Pax6,Isl1,Bcl11b,Tox,Zfp831,Tshz2",Angpt1,,,,,,,,,,CCN202307220,CS20230722_CLUS_1404,CS20230722_SUPT_0390,CS20230722_SUBC_082,CS20230722_CLAS_11
1832,1405,1405 CEA-BST Ebf1 Pdyn Gaba_8,391,CEA-BST Ebf1 Pdyn Gaba_8,0391 CEA-BST Ebf1 Pdyn Gaba_8,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA BST,,"sAMY:0.68,PAL:0.26","CEAm:0.49,CEAl:0.19,BST:0.11,PAL:0.09",65,0,0,0.65,0.35,,0.26,0.74,GABA,"Gad2:11.45,Gad1:9.29,Slc32a1:8.08,Slc18a2:4.8,Ddc:3.8",GABA,"Pdyn:10.4,Tac1:4.8,Sst:4.6","Cdhr1,Isl1,Gm41414,Htr1a","Pdyn,Isl1,Kcng2,Col11a1,Ntn1","Esr2,Isl1,Elk3,Bcl11b,Rarb","Esr2,Asb4",,,,,,,,,,CCN202307220,CS20230722_CLUS_1405,CS20230722_SUPT_0391,CS20230722_SUBC_082,CS20230722_CLAS_11
1833,1406,1406 CEA-BST Ebf1 Pdyn Gaba_8,391,CEA-BST Ebf1 Pdyn Gaba_8,0391 CEA-BST Ebf1 Pdyn Gaba_8,82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA BST,,"sAMY:0.43,PAL:0.32,NA:0.2","CEAm:0.31,BST:0.23,st:0.14,CEAl:0.12,PAL:0.04",54,0,0,0.5,0.5,,0.09,0.91,GABA,"Gad2:10.78,Gad1:8.77,Slc32a1:7.52,Ddc:4.02",GABA,Pdyn:8.9,"Map3k19,Crh,Rai14,Drd1","Crh,Isl1,Abi3bp,Drd1","Isl1,Fosl2,Pou6f2,Egr4,Zim1,Tead1","Pth2r,Crh",,,,,,,,,,CCN202307220,CS20230722_CLUS_1406,CS20230722_SUPT_0391,CS20230722_SUBC_082,CS20230722_CLAS_11
1820,1407,1407 CEA-BST Rai14 Pdyn Crh Gaba_1,392,CEA-BST Rai14 Pdyn Crh Gaba_1,0392 CEA-BST Rai14 Pdyn Crh Gaba_1,83,CEA-BST Rai14 Pdyn Crh Gaba,083 CEA-BST Rai14 Pdyn Crh Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA BST,,"PAL:0.43,sAMY:0.27,NA:0.17","BST:0.33,CEAl:0.12,CEAm:0.12,CP:0.1,PAL:0.08,st:0.06,CEAc:0.04",61,0,0,0.48,0.52,,0.16,0.84,GABA,"Gad2:10.22,Gad1:8.2,Slc32a1:7.74",GABA,"Pdyn:6.6,Tac2:6.4,Tac1:3.3","Impg1,Tac2,Pde11a","Tac2,Scn4b,Qrfpr,Scn5a","Isl1,Bcl11b,Maf,Meis2,Smad3,Onecut2",Adgrg6,,,,,,,,,,CCN202307220,CS20230722_CLUS_1407,CS20230722_SUPT_0392,CS20230722_SUBC_083,CS20230722_CLAS_11
1821,1408,1408 CEA-BST Rai14 Pdyn Crh Gaba_1,392,CEA-BST Rai14 Pdyn Crh Gaba_1,0392 CEA-BST Rai14 Pdyn Crh Gaba_1,83,CEA-BST Rai14 Pdyn Crh Gaba,083 CEA-BST Rai14 Pdyn Crh Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,CEA BST,,"sAMY:0.47,PAL:0.32,NA:0.15","CEAm:0.32,BST:0.22,CEAl:0.12,st:0.1,PAL:0.04,CEAc:0.03",199,7,0,0.47,0.53,,0.2,0.8,GABA,"Gad2:9.3,Gad1:8.36,Slc32a1:7.21,Ddc:3.7",GABA,"Pdyn:6.8,Cartpt:4.3","Impg1,Pde11a,Kcnj6","Pdyn,Scn4b,Cgnl1,Isl1","Isl1,Bcl11b,Rxrg,Onecut2,Satb1,Egr3",Wnt10a,,,,,,,,,,CCN202307220,CS20230722_CLUS_1408,CS20230722_SUPT_0392,CS20230722_SUBC_083,CS20230722_CLAS_11
1835,1409,1409 CEA-BST Rai14 Pdyn Crh Gaba_2,393,CEA-BST Rai14 Pdyn Crh Gaba_2,0393 CEA-BST Rai14 Pdyn Crh Gaba_2,83,CEA-BST Rai14 Pdyn Crh Gaba,083 CEA-BST Rai14 Pdyn Crh Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,BST,PMID: 36383658,"PAL:0.34,NA:0.17,STRv:0.16,LSX:0.12,sAMY:0.09","BST:0.28,ACB:0.15,LSv:0.12,STR:0.1,CEAm:0.06,PAL:0.04,PS:0.04,aco:0.03",190,1,0,0.52,0.48,,0.08,0.92,GABA,"Gad2:10.3,Gad1:8.83,Slc32a1:7.27",GABA,"Crh:6.3,Pnoc:4.2","Pgm5,Crh,Npffr1","Crh,Isl1,Cgnl1,Syndig1l","Isl1,Insm1,Meis2,Zic1,Bcl11b,Onecut2",Pnoc,,,,,,,,,,CCN202307220,CS20230722_CLUS_1409,CS20230722_SUPT_0393,CS20230722_SUBC_083,CS20230722_CLAS_11
1836,1410,1410 CEA-BST Rai14 Pdyn Crh Gaba_2,393,CEA-BST Rai14 Pdyn Crh Gaba_2,0393 CEA-BST Rai14 Pdyn Crh Gaba_2,83,CEA-BST Rai14 Pdyn Crh Gaba,083 CEA-BST Rai14 Pdyn Crh Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,BST,PMID: 36383658,"PAL:0.57,NA:0.25","BST:0.52,aco:0.13,STR:0.1,ACB:0.08",87,0,0,0.43,0.57,,0.03,0.97,GABA,"Gad2:11.28,Gad1:9.71,Slc32a1:7.75",GABA,"Crh:9.6,Pdyn:9,Tac2:9,Tac1:6.7,Cartpt:3.6","Rasgrp4,Asb4,Crh","Wif1,Crh,Hcrtr2,Tac2","Stat4,Isl1,Egr3,Arx",Tmem26,,,,,,,,,,CCN202307220,CS20230722_CLUS_1410,CS20230722_SUPT_0393,CS20230722_SUBC_083,CS20230722_CLAS_11
1540,1411,1411 BST-SI-AAA Six3 Slc22a3 Gaba_1,394,BST-SI-AAA Six3 Slc22a3 Gaba_1,0394 BST-SI-AAA Six3 Slc22a3 Gaba_1,84,BST-SI-AAA Six3 Slc22a3 Gaba,084 BST-SI-AAA Six3 Slc22a3 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,BST SI AAA,,"PAL:0.46,HY:0.39","SI:0.28,LPO:0.25,AAA:0.1,HY:0.07,LHA:0.07,MA:0.06",79,4,0,0.59,0.41,,0.2,0.8,GABA,"Gad2:10.65,Gad1:8.86,Slc32a1:8.42,Slc18a2:3.32",GABA,Nts:3.5,"Mbnl3,Gm32828,Six3","Isl1,Pou3f1,Hmcn1,Tll1","Isl1,Esr1,Meis2,Zfp831,L3mbtl4,Six3",Mbnl3,,,,,,,,,,CCN202307220,CS20230722_CLUS_1411,CS20230722_SUPT_0394,CS20230722_SUBC_084,CS20230722_CLAS_11
1541,1412,1412 BST-SI-AAA Six3 Slc22a3 Gaba_1,394,BST-SI-AAA Six3 Slc22a3 Gaba_1,0394 BST-SI-AAA Six3 Slc22a3 Gaba_1,84,BST-SI-AAA Six3 Slc22a3 Gaba,084 BST-SI-AAA Six3 Slc22a3 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,BST SI AAA,,"PAL:0.45,sAMY:0.22,HY:0.13","SI:0.2,AAA:0.14,BST:0.12,ACB:0.1,LPO:0.1,CEAm:0.07,STR:0.07",352,49,0,0.51,0.49,,0.09,0.91,GABA,"Gad2:10.65,Gad1:8.6,Slc32a1:8.09",GABA,Penk:3.3,"Calcr,Apbb1ip,Slc32a1,Cd44","Calcr,Pou3f1,Isl1,Six3,Cd24a,Npy2r","Isl1,Pou3f4,Esr1,Meis2,Bcl11b,Six3","Dchs2,Npy2r",,,,,,,,,,CCN202307220,CS20230722_CLUS_1412,CS20230722_SUPT_0394,CS20230722_SUBC_084,CS20230722_CLAS_11
1544,1413,1413 BST-SI-AAA Six3 Slc22a3 Gaba_1,394,BST-SI-AAA Six3 Slc22a3 Gaba_1,0394 BST-SI-AAA Six3 Slc22a3 Gaba_1,84,BST-SI-AAA Six3 Slc22a3 Gaba,084 BST-SI-AAA Six3 Slc22a3 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,BST SI AAA,,"PAL:0.61,sAMY:0.19","SI:0.28,MA:0.16,AAA:0.14,NDB:0.11,LHA:0.08,LPO:0.07",112,10,0,0.46,0.54,,0.2,0.8,GABA,"Gad2:10.2,Gad1:8.45,Slc32a1:7.99",GABA,Penk:4.6,"Slc22a3,Gm32828,Kl,Ryr1","Isl1,Egflam,Pou3f1,Tent5a","Isl1,Pou3f4,L3mbtl4,Nr2f1,Meis1,Sox5",Tent5a,,,,,,,,,,CCN202307220,CS20230722_CLUS_1413,CS20230722_SUPT_0394,CS20230722_SUBC_084,CS20230722_CLAS_11
1537,1414,1414 BST-SI-AAA Six3 Slc22a3 Gaba_2,395,BST-SI-AAA Six3 Slc22a3 Gaba_2,0395 BST-SI-AAA Six3 Slc22a3 Gaba_2,84,BST-SI-AAA Six3 Slc22a3 Gaba,084 BST-SI-AAA Six3 Slc22a3 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,BST SI AAA,,"PAL:0.5,STRv:0.29,LSX:0.09","ACB:0.29,BST:0.27,SI:0.16,LSv:0.09",85,11,0,0.55,0.45,,0.06,0.94,GABA,"Gad2:10.52,Gad1:8.83,Slc32a1:8.17",GABA,Pthlh:6.5,"Pthlh,Ptprq,Cd44,Syt6","Pdgfd,Npas1,Grpr,Six3,Syt6","Npas1,Six3,Foxg1,Plagl1,Sox5,Nr2f1","Dlk1,Syt6",,,,,,,,,,CCN202307220,CS20230722_CLUS_1414,CS20230722_SUPT_0395,CS20230722_SUBC_084,CS20230722_CLAS_11
1542,1415,1415 BST-SI-AAA Six3 Slc22a3 Gaba_2,395,BST-SI-AAA Six3 Slc22a3 Gaba_2,0395 BST-SI-AAA Six3 Slc22a3 Gaba_2,84,BST-SI-AAA Six3 Slc22a3 Gaba,084 BST-SI-AAA Six3 Slc22a3 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,BST SI AAA,,"PAL:0.52,STRv:0.23,HY:0.13","SI:0.25,ACB:0.23,LPO:0.1,STR:0.1,BST:0.08,NDB:0.08",88,16,0,0.47,0.53,,0.07,0.93,GABA,"Gad2:10.26,Gad1:8.84,Slc32a1:8.29",GABA,Pthlh:4.7,"Pthlh,Slc22a3,Ptprq,Lypd6b","Pdgfd,Npas1,Egflam,Gda","Npas1,Six3,Foxg1,Nr2f2,Nfia","Pdgfd,Lypd6b",,,,,,,,,,CCN202307220,CS20230722_CLUS_1415,CS20230722_SUPT_0395,CS20230722_SUBC_084,CS20230722_CLAS_11
1543,1416,1416 BST-SI-AAA Six3 Slc22a3 Gaba_2,395,BST-SI-AAA Six3 Slc22a3 Gaba_2,0395 BST-SI-AAA Six3 Slc22a3 Gaba_2,84,BST-SI-AAA Six3 Slc22a3 Gaba,084 BST-SI-AAA Six3 Slc22a3 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,BST SI AAA,,"PAL:0.57,HY:0.28","SI:0.28,NDB:0.16,LHA:0.14,ACB:0.12,LPO:0.12",126,21,0,0.49,0.51,,0.05,0.95,GABA,"Gad2:10.32,Gad1:8.76,Slc32a1:8.02",GABA,,"Slc22a3,Npas1,Gm38505,Egflam","Calcr,Npas1,Six3,Egflam","Npas1,Six3,Foxg1,Sox2,Zfpm2,Foxp2","Gm38505,Egflam",,,,,,,,,,CCN202307220,CS20230722_CLUS_1416,CS20230722_SUPT_0395,CS20230722_SUBC_084,CS20230722_CLAS_11
1545,1417,1417 BST-SI-AAA Six3 Slc22a3 Gaba_2,395,BST-SI-AAA Six3 Slc22a3 Gaba_2,0395 BST-SI-AAA Six3 Slc22a3 Gaba_2,84,BST-SI-AAA Six3 Slc22a3 Gaba,084 BST-SI-AAA Six3 Slc22a3 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,SI AAA,,"PAL:0.56,sAMY:0.26","MA:0.25,AAA:0.21,SI:0.16,PAL:0.11,STR:0.07",110,14,0,0.43,0.57,,0.19,0.81,GABA,"Gad2:10.25,Gad1:9.01,Slc32a1:8.69",GABA,,"Pthlh,Six3os1,Egflam,Syt2","Egflam,Six3,Pou3f1,Syt2,Dgkk","Six3,Npas1,Foxg1,Foxp2,Tshz3,Tox2",Syt2,,,,,,,,,,CCN202307220,CS20230722_CLUS_1417,CS20230722_SUPT_0395,CS20230722_SUBC_084,CS20230722_CLAS_11
779,1418,1418 SI-MPO-LPO Lhx8 Gaba_1,396,SI-MPO-LPO Lhx8 Gaba_1,0396 SI-MPO-LPO Lhx8 Gaba_1,85,SI-MPO-LPO Lhx8 Gaba,085 SI-MPO-LPO Lhx8 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,SI,,"PAL:0.53,STRv:0.29","SI:0.37,ACB:0.27,BST:0.09,STR:0.06,HY:0.05",105,0,0,0.5,0.5,,0.16,0.84,GABA,"Gad2:10.36,Gad1:8.66,Slc32a1:8.31",GABA,,"Lhx8,Gm6260,Apbb1ip","Lhx8,Hpgd,Angpt1","Gbx1,Pou6f2,Rorb,Zic1,Foxp2","Gm6260,H2-M3",,,,,,,,,,CCN202307220,CS20230722_CLUS_1418,CS20230722_SUPT_0396,CS20230722_SUBC_085,CS20230722_CLAS_11
780,1419,1419 SI-MPO-LPO Lhx8 Gaba_1,396,SI-MPO-LPO Lhx8 Gaba_1,0396 SI-MPO-LPO Lhx8 Gaba_1,85,SI-MPO-LPO Lhx8 Gaba,085 SI-MPO-LPO Lhx8 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,SI,,"PAL:0.79,HY:0.12","SI:0.34,BST:0.24,GPe:0.12,PAL:0.1,HY:0.07",22,0,0,0.68,0.32,,0.18,0.82,GABA,"Gad2:9.65,Gad1:8.82,Slc32a1:8.16",GABA,,"Ccdc172,Shisal2b","Lhx8,Fam163a,Chst9,Gpr149","Gbx2,Arx,Bcl6,Tox3,Pou6f2",Shisal2b,,,,,,,,,,CCN202307220,CS20230722_CLUS_1419,CS20230722_SUPT_0396,CS20230722_SUBC_085,CS20230722_CLAS_11
781,1420,1420 SI-MPO-LPO Lhx8 Gaba_1,396,SI-MPO-LPO Lhx8 Gaba_1,0396 SI-MPO-LPO Lhx8 Gaba_1,85,SI-MPO-LPO Lhx8 Gaba,085 SI-MPO-LPO Lhx8 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,Subpallium-GABA;HY-EA-Glut-GABA,SI,,"PAL:0.57,STRv:0.3","SI:0.53,ACB:0.3",85,0,0,0.55,0.45,,0.12,0.88,GABA,"Gad2:10.59,Gad1:9.76,Slc32a1:8.49",GABA,"Cck:3.8,Cartpt:3.6","Gdnf,Nxph2,Ano1","Lhx8,Tgfbr2,Kitl","Lhx6,Prdm1,Zbtb7c","Kcns3,Nxph2",,,,,,,,,,CCN202307220,CS20230722_CLUS_1420,CS20230722_SUPT_0396,CS20230722_SUBC_085,CS20230722_CLAS_11
